time,ref,ref_top,ref_bottom,u,y
118.200,17.500,20.500,14.500,16.000,26.80
118.225,17.500,20.500,14.500,16.000,26.30
118.250,17.500,20.500,14.500,16.000,26.20
118.275,17.500,20.500,14.500,16.000,25.40
118.300,17.500,20.500,14.500,16.000,25.40
118.325,17.500,20.500,14.500,16.000,25.10
118.350,17.500,20.500,14.500,16.000,23.50
118.375,17.500,20.500,14.500,16.000,23.80
118.400,17.500,20.500,14.500,16.000,22.80
118.425,17.500,20.500,14.500,16.000,22.10
118.450,17.500,20.500,14.500,16.000,22.30
118.475,17.500,20.500,14.500,16.000,21.30
118.500,17.500,20.500,14.500,16.000,20.90
118.525,17.500,20.500,14.500,16.000,20.20
118.550,17.500,20.500,14.500,16.000,19.40
118.575,17.500,20.500,14.500,16.000,19.10
118.600,17.500,20.500,14.500,16.000,18.20
118.625,17.500,20.500,14.500,16.000,18.00
118.650,17.500,20.500,14.500,16.000,17.40
118.675,17.500,20.500,14.500,16.000,16.80
118.700,17.500,20.500,14.500,16.000,15.90
118.725,17.500,20.500,14.500,16.000,16.40
118.750,17.500,20.500,14.500,16.000,15.00
118.775,17.500,20.500,14.500,17.500,14.20
118.800,17.500,20.500,14.500,17.500,13.90
118.825,17.500,20.500,14.500,17.500,13.10
118.850,17.500,20.500,14.500,17.500,12.50
118.875,17.500,20.500,14.500,17.500,11.90
118.900,17.500,20.500,14.500,17.500,11.00
118.925,17.500,20.500,14.500,17.500,10.60
118.950,17.500,20.500,14.500,17.500,10.20
118.975,17.500,20.500,14.500,17.500,10.30
119.000,17.500,20.500,14.500,17.500,9.10
119.025,17.500,20.500,14.500,17.500,8.80
119.050,17.500,20.500,14.500,17.500,8.40
119.075,17.500,20.500,14.500,17.500,8.10
119.100,17.500,20.500,14.500,17.500,7.30
119.125,17.500,20.500,14.500,17.500,7.40
119.150,17.500,20.500,14.500,17.500,6.60
119.175,17.500,20.500,14.500,17.500,6.50
119.200,17.500,20.500,14.500,17.500,5.70
119.225,17.500,20.500,14.500,17.500,5.10
119.250,17.500,20.500,14.500,17.500,4.80
119.275,17.500,20.500,14.500,17.500,5.10
119.300,17.500,20.500,14.500,17.500,4.20
119.325,17.500,20.500,14.500,17.500,4.20
119.350,17.500,20.500,14.500,17.500,3.90
119.375,17.500,20.500,14.500,17.500,3.10
119.400,17.500,20.500,14.500,17.500,3.60
119.425,17.500,20.500,14.500,17.500,3.10
119.450,17.500,20.500,14.500,17.500,2.60
119.475,17.500,20.500,14.500,17.500,2.20
119.500,17.500,20.500,14.500,17.500,2.20
119.525,17.500,20.500,14.500,17.500,1.70
119.550,17.500,20.500,14.500,17.500,1.80
119.575,17.500,20.500,14.500,17.500,2.00
119.600,17.500,20.500,14.500,17.500,2.20
119.625,17.500,20.500,14.500,17.500,1.90
119.650,17.500,20.500,14.500,17.500,2.00
119.675,17.500,20.500,14.500,17.500,1.60
119.700,17.500,20.500,14.500,17.500,1.40
119.725,17.500,20.500,14.500,17.500,1.40
119.750,17.500,20.500,14.500,17.500,1.80
119.775,17.500,20.500,14.500,17.500,1.40
119.800,17.500,20.500,14.500,17.500,2.20
119.825,17.500,20.500,14.500,17.500,2.00
119.850,17.500,20.500,14.500,17.500,1.70
119.875,17.500,20.500,14.500,17.500,1.80
119.900,17.500,20.500,14.500,17.500,2.10
119.925,17.500,20.500,14.500,17.500,2.30
119.950,17.500,20.500,14.500,17.500,2.70
119.975,17.500,20.500,14.500,17.500,2.10
120.000,17.500,20.500,14.500,17.500,2.50
